date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:12	50/50	---MCZ	200	added ('OK')	text/plain	date:Mon,%2008%20Nov%202021%2015:35:12%20GMT	http://preview.cruip.com/robots.txt		(from )
16:35:14	11850/11850	---MCZ	200	added ('OK')	text/html	etag:W/%222e4a-5a23b282a10d8%22	http://preview.cruip.com/neon/	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/index.html	(from )
16:35:17	11850/11850	---MCZ	200	added ('OK')	text/html	etag:W/%222e4a-5a23b282a10d8%22	http://preview.cruip.com/neon/index.html	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/index-2.html	(from http://preview.cruip.com/neon/)
16:35:17	145884/145884	---MCZ	200	added ('OK')	text/css	etag:W/%22239dc-5a23b29ae3d39%22	http://preview.cruip.com/neon/css/style.css	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/css/style.css	(from http://preview.cruip.com/neon/)
16:35:19	1163/1163	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2248b-5a23b2984cec8%22	http://preview.cruip.com/neon/images/logo.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/logo.svg	(from http://preview.cruip.com/neon/)
16:35:20	22832/22832	---MCZ	200	added ('OK')	text/html	etag:W/%225930-5a23b28363a69%22	http://preview.cruip.com/neon/additional.html	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/additional.html	(from http://preview.cruip.com/neon/)
16:35:20	2618/2618	---MCZ	200	added ('OK')	text/html	etag:W/%22a3a-5a23b2825b776%22	http://preview.cruip.com/neon/signup.html	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/signup.html	(from http://preview.cruip.com/neon/)
16:35:21	2814/2814	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22afe-5a23b28e8b230%22	http://preview.cruip.com/neon/images/clients-01.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/clients-01.svg	(from http://preview.cruip.com/neon/)
16:35:22	6466/6466	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221942-5a23b29211132%22	http://preview.cruip.com/neon/images/clients-02.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/clients-02.svg	(from http://preview.cruip.com/neon/)
16:35:23	3669/3669	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e55-5a23b29123bf9%22	http://preview.cruip.com/neon/images/clients-03.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/clients-03.svg	(from http://preview.cruip.com/neon/)
16:35:24	3787/3787	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ecb-5a23b28d4627e%22	http://preview.cruip.com/neon/images/clients-04.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/clients-04.svg	(from http://preview.cruip.com/neon/)
16:35:27	840/840	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22348-5a23b2898cf19%22	http://preview.cruip.com/neon/images/feature-tile-icon-02.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/feature-tile-icon-02.svg	(from http://preview.cruip.com/neon/)
16:35:27	854/854	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22356-5a23b28a4028c%22	http://preview.cruip.com/neon/images/feature-tile-icon-03.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/feature-tile-icon-03.svg	(from http://preview.cruip.com/neon/)
16:35:28	1220/1220	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c4-5a23b28796364%22	http://preview.cruip.com/neon/images/feature-tile-icon-04.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/feature-tile-icon-04.svg	(from http://preview.cruip.com/neon/)
16:35:29	1293/1293	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2250d-5a23b28882515%22	http://preview.cruip.com/neon/images/feature-tile-icon-05.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/feature-tile-icon-05.svg	(from http://preview.cruip.com/neon/)
16:35:30	860/860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235c-5a23b2888195d%22	http://preview.cruip.com/neon/images/feature-tile-icon-06.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/feature-tile-icon-06.svg	(from http://preview.cruip.com/neon/)
16:35:31	9494/9494	---MCZ	200	added ('OK')	application/javascript	etag:W/%222516-5a23b29d430f5%22	http://preview.cruip.com/neon/js/main.min.js	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/js/main.min.js	(from http://preview.cruip.com/neon/)
16:35:37	11249/11249	---M--	200	added ('OK')	image/jpeg	etag:%222bf1-5a23b28dd962d%22	http://preview.cruip.com/neon/images/team-member-01.jpg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/team-member-01.jpg	(from http://preview.cruip.com/neon/additional.html)
16:35:38	220483/220483	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235d43-5a23b2ac754ef%22	http://preview.cruip.com/neon/images/illustration-section-01.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/illustration-section-01.svg	(from http://preview.cruip.com/neon/css/style.css)
16:35:39	13651/13651	---M--	200	added ('OK')	image/jpeg	etag:%223553-5a23b28c6dd3d%22	http://preview.cruip.com/neon/images/team-member-02.jpg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/team-member-02.jpg	(from http://preview.cruip.com/neon/additional.html)
16:35:40	220043/220043	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235b8b-5a23b2ad37a98%22	http://preview.cruip.com/neon/images/illustration-section-02.svg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/illustration-section-02.svg	(from http://preview.cruip.com/neon/css/style.css)
16:35:44	17152/17152	---M--	200	added ('OK')	image/jpeg	etag:%224300-5a23b28ad6904%22	http://preview.cruip.com/neon/images/team-member-03.jpg	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/images/team-member-03.jpg	(from http://preview.cruip.com/neon/additional.html)
16:35:50	2625/2625	---MCZ	200	added ('OK')	text/html	etag:W/%22a41-5a23b2804730f%22	http://preview.cruip.com/neon/login.html	C:/Users/OLAIFA/Desktop/Class/Zenith%20Template/preview.cruip.com/neon/login.html	(from http://preview.cruip.com/neon/signup.html)
